STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,24-Feb-2020
Time,8:47
Box Index,1
ExptType,0
SessionRecord,119

Session Title,SCB
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,SCB_2
DB Ref,SCB_nbk_shaping07
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,240000
Pellet Count,0
Fluid Count,154
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
317,
AutoControl,Index,3,
AC Comment,,T2_retrain - 1T1D (110x110)  VT/HZ = 1:1 (Tc-6, Dc-1-3)
01_cross,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_120,vt1_120,hz2_120,vt2_120,hz3_120,vt3_120,hz4_120,vt4_120,hz5_120,vt5_120,hz7_120,vt7_120,hz8_120,vt8_120,hz6_110,hz1_110,vt6_110,vt1_110,hz2_110,vt2_110,hz3_110,vt3_110,hz4_110,vt4_110,hz5_110,vt5_110,hz6_110,vt6_110,hz7_110,vt7_110,hz8_110,vt8_110,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
84,0,0,0,0,1000,1,0,0,0,0,
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Target,Dummy,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,Report,Report,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Entry,Exit,
0,2,3,0,1003,1776,1776,2376,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
1,0,1,1,2379,2762,2762,2804,2804,0,0,0,0,1,0,0,0,2804,2904,0,2904,2910,
2,0,0,2,2913,3937,3937,4423,4423,0,0,2,1,0,0,0,0,4423,4523,0,4523,4566,
3,0,12,3,4569,5474,5474,5501,5501,0,0,0,0,1,0,0,0,5501,5601,0,5601,5620,
4,0,11,4,5623,6474,6474,6535,6535,0,0,0,1,0,0,0,0,6535,6635,0,6635,6723,
5,0,6,5,6726,7623,7623,7654,7654,0,0,0,0,1,0,0,0,7654,7754,0,7754,7765,
6,0,8,6,7768,8735,8735,8760,8760,0,0,0,0,1,0,0,0,8760,8860,0,8860,8888,
7,0,5,7,8891,9878,9878,9956,9956,0,0,1,1,0,0,0,0,9956,10056,0,10056,10119,
8,0,2,8,10122,11055,11055,11566,11566,0,0,1,0,1,0,0,0,11566,11666,0,11666,11686,
9,0,8,9,11689,12543,12543,12575,12575,0,0,0,0,1,0,0,0,12575,12675,0,12675,12824,
10,0,10,10,12827,13609,13609,13662,13662,0,0,0,0,1,0,0,0,13662,13762,0,13762,13785,
11,0,9,11,13788,14701,14701,14742,14742,0,0,0,1,0,0,0,0,14742,14842,0,14842,14891,
12,0,5,12,14894,15760,15760,15804,15804,0,0,0,1,0,0,0,0,15804,15904,0,15904,15962,
13,0,11,13,15965,16842,16842,16882,16882,0,0,0,1,0,0,0,0,16882,16982,0,16982,17044,
14,0,5,14,17047,18142,18142,18176,18176,0,0,0,1,0,0,0,0,18176,18276,0,18276,18335,
15,0,6,15,18338,19142,19142,19175,19175,0,0,0,0,1,0,0,0,19175,19275,0,19275,19317,
16,0,2,16,19320,20124,20124,20170,20170,0,0,1,0,1,0,0,0,20170,20270,0,20270,20292,
17,0,8,17,20295,21250,21250,21298,21298,0,0,0,0,1,0,0,0,21298,21398,0,21398,21422,
18,0,10,18,21425,22289,22289,22314,22314,0,0,0,0,1,0,0,0,22314,22414,0,22414,22447,
19,0,2,19,22450,23191,23191,23224,23224,0,0,0,0,1,0,0,0,23224,23324,0,23324,23356,
20,0,4,20,23359,24188,24188,24218,24218,0,0,0,0,1,0,0,0,24218,24318,0,24318,24333,
21,0,1,21,24336,25227,25227,25257,25257,0,0,0,0,1,0,0,0,25257,25357,0,25357,25465,
22,0,6,22,25468,26467,26467,26506,26506,0,0,0,0,1,0,0,0,26506,26606,0,26606,26739,
23,1,0,23,26742,27662,27662,27697,0,27697,0,0,0,1,0,0,0,0,0,0,0,0,
24,0,4,24,28000,28061,28061,28127,28127,0,0,0,0,1,0,0,0,28127,28227,0,28227,28311,
25,0,13,25,28314,29481,29481,29538,29538,0,0,0,1,0,0,0,0,29538,29638,0,29638,29715,
26,1,2,26,29718,30539,30539,30599,0,30599,0,0,1,0,0,0,0,0,0,0,0,0,
27,0,0,27,30902,31041,31041,31079,31079,0,0,0,1,0,0,0,0,31079,31179,0,31179,31249,
28,0,1,28,31252,32218,32218,32245,32245,0,0,0,0,1,0,0,0,32245,32345,0,32345,32379,
29,0,12,29,32382,33266,33266,33293,33293,0,0,0,0,1,0,0,0,33293,33393,0,33393,33409,
30,0,12,30,33412,34404,34404,34434,34434,0,0,0,0,1,0,0,0,34434,34534,0,34534,34562,
31,1,7,31,34565,35664,35664,35746,0,35746,0,0,0,1,0,0,0,0,0,0,0,0,
32,0,9,32,36049,36180,36180,36230,36230,0,0,0,1,0,0,0,0,36230,36330,0,36330,36386,
33,1,12,33,36389,37444,37444,37507,0,37507,0,0,1,0,0,0,0,0,0,0,0,0,
34,0,0,34,37810,37885,37885,37944,37944,0,0,0,1,0,0,0,0,37944,38044,0,38044,38125,
35,0,10,35,38128,39306,39306,39339,39339,0,0,0,0,1,0,0,0,39339,39439,0,39439,39484,
36,0,10,36,39487,41052,41052,41079,41079,0,0,0,0,1,0,0,0,41079,41179,0,41179,41213,
37,0,12,37,41216,42299,42299,42326,42326,0,0,0,0,1,0,0,0,42326,42426,0,42426,42458,
38,0,3,38,42461,43446,43446,43505,43505,0,0,0,1,0,0,0,0,43505,43605,0,43605,43669,
39,0,2,39,43672,44554,44554,44585,44585,0,0,0,0,1,0,0,0,44585,44685,0,44685,44723,
40,0,3,40,44726,45730,45730,45782,45782,0,0,0,1,0,0,0,0,45782,45882,0,45882,45956,
41,0,10,41,45959,47007,47007,47041,47041,0,0,0,0,1,0,0,0,47041,47141,0,47141,47171,
42,0,9,42,47174,48251,48251,48307,48307,0,0,0,1,0,0,0,0,48307,48407,0,48407,48472,
43,0,11,43,48475,49353,49353,49407,49407,0,0,0,1,0,0,0,0,49407,49507,0,49507,49599,
44,0,4,44,49602,50486,50486,50516,50516,0,0,0,0,1,0,0,0,50516,50616,0,50616,50656,
45,1,13,45,50659,51523,51523,51613,0,51613,0,0,0,1,0,0,0,0,0,0,0,0,
46,0,8,46,51916,52021,52021,52046,52046,0,0,0,0,1,0,0,0,52046,52146,0,52146,52294,
47,0,9,47,52297,53253,53253,53304,53304,0,0,0,1,0,0,0,0,53304,53404,0,53404,53475,
48,0,7,48,53478,54419,54419,54476,54476,0,0,0,1,0,0,0,0,54476,54576,0,54576,54633,
49,0,13,49,54636,55626,55626,55675,55675,0,0,0,1,0,0,0,0,55675,55775,0,55775,55837,
50,0,13,50,55840,56735,56735,56783,56783,0,0,0,1,0,0,0,0,56783,56883,0,56883,56952,
51,0,1,51,56955,57874,57874,57902,57902,0,0,0,0,1,0,0,0,57902,58002,0,58002,58046,
52,0,1,52,58049,59002,59002,59028,59028,0,0,0,0,1,0,0,0,59028,59128,0,59128,59165,
53,0,6,53,59168,60157,60157,60186,60186,0,0,0,0,1,0,0,0,60186,60286,0,60286,60304,
54,1,0,54,60307,61350,61350,61374,0,61374,0,0,0,1,0,0,0,0,0,0,0,0,
55,0,7,55,61677,61748,61748,61802,61802,0,0,0,1,0,0,0,0,61802,61902,0,61902,61967,
56,0,8,56,61970,62981,62981,63014,63014,0,0,0,0,1,0,0,0,63014,63114,0,63114,63284,
57,0,12,57,63287,64053,64053,64080,64080,0,0,0,0,1,0,0,0,64080,64180,0,64180,64215,
58,0,9,58,64218,65240,65240,65290,65290,0,0,0,1,0,0,0,0,65290,65390,0,65390,65450,
59,0,4,59,65453,66386,66386,66449,66449,0,0,0,0,1,0,0,0,66449,66549,0,66549,66573,
60,0,1,60,66576,67492,67492,67518,67518,0,0,0,0,1,0,0,0,67518,67618,0,67618,67641,
61,0,4,61,67644,68617,68617,68642,68642,0,0,0,0,1,0,0,0,68642,68742,0,68742,68769,
62,0,3,62,68772,69670,69670,69717,69717,0,0,0,1,0,0,0,0,69717,69817,0,69817,69923,
63,0,11,63,69926,71006,71006,71120,71120,0,0,1,1,0,0,0,0,71120,71220,0,71220,71283,
64,0,11,64,71286,72173,72173,72271,72271,0,0,0,1,0,0,0,0,72271,72371,0,72371,72501,
65,0,6,65,72504,73360,73360,73392,73392,0,0,0,0,1,0,0,0,73392,73492,0,73492,73533,
66,1,0,66,73536,74486,74486,74575,0,74575,0,0,0,1,0,0,0,0,0,0,0,0,
67,0,5,67,74878,74957,74957,75013,75013,0,0,0,1,0,0,0,0,75013,75113,0,75113,75184,
68,0,7,68,75187,76070,76070,76114,76114,0,0,0,1,0,0,0,0,76114,76214,0,76214,76355,
69,0,4,69,76358,77199,77199,77235,77235,0,0,0,0,1,0,0,0,77235,77335,0,77335,77357,
70,1,13,70,77360,78255,78255,78276,0,78276,0,0,0,1,0,0,0,0,0,0,0,0,
71,0,5,71,78579,78586,78586,78643,78643,0,0,0,1,0,0,0,0,78643,78743,0,78743,78796,
72,0,9,72,78799,79798,79798,79846,79846,0,0,0,1,0,0,0,0,79846,79946,0,79946,80155,
73,0,10,73,80158,80989,80989,81016,81016,0,0,0,0,1,0,0,0,81016,81116,0,81116,81134,
74,1,7,74,81137,82135,82135,82162,0,82162,0,0,0,1,0,0,0,0,0,0,0,0,
75,0,11,75,82465,82819,82819,82869,82869,0,0,0,1,0,0,0,0,82869,82969,0,82969,83048,
76,0,5,76,83051,84177,84177,84233,84233,0,0,0,1,0,0,0,0,84233,84333,0,84333,84414,
77,0,3,77,84417,85359,85359,85420,85420,0,0,0,1,0,0,0,0,85420,85520,0,85520,85590,
78,1,13,78,85593,86616,86616,86706,0,86706,0,0,0,1,0,0,0,0,0,0,0,0,
79,0,7,79,87009,87148,87148,87204,87204,0,0,0,1,0,0,0,0,87204,87304,0,87304,87382,
80,0,6,80,87385,88477,88477,88506,88506,0,0,0,0,1,0,0,0,88506,88606,0,88606,88625,
81,0,2,81,88628,89510,89510,89536,89536,0,0,0,0,1,0,0,0,89536,89636,0,89636,89658,
82,1,3,82,89661,90619,90619,90645,0,90645,0,0,0,1,0,0,0,0,0,0,0,0,
83,0,8,83,90948,91552,91552,91578,91578,0,0,0,0,1,0,0,0,91578,91678,0,91678,91716,
84,1,3,84,91719,92753,92753,92777,0,92777,0,0,0,1,0,0,0,0,0,0,0,0,
85,0,1,85,93080,93133,93133,93161,93161,0,0,0,0,1,0,0,0,93161,93261,0,93261,93289,
86,1,0,86,93292,94377,94377,94474,0,94474,0,0,0,1,0,0,0,0,0,0,0,0,
87,0,12,87,94777,94829,94829,94866,94866,0,0,0,0,1,0,0,0,94866,94966,0,94966,94997,
88,0,11,88,95000,95842,95842,95896,95896,0,0,0,1,0,0,0,0,95896,95996,0,95996,96066,
89,0,6,89,96069,97015,97015,97037,97037,0,0,0,0,1,0,0,0,97037,97137,0,97137,97170,
90,0,8,90,97173,98090,98090,98125,98125,0,0,0,0,1,0,0,0,98125,98225,0,98225,98243,
91,0,5,91,98246,99201,99201,99257,99257,0,0,0,1,0,0,0,0,99257,99357,0,99357,99435,
92,0,2,92,99438,100494,100494,100526,100526,0,0,0,0,1,0,0,0,100526,100626,0,100626,100661,
93,0,8,93,100664,102000,102000,102033,102033,0,0,0,0,1,0,0,0,102033,102133,0,102133,102167,
94,0,10,94,102170,103032,103032,103059,103059,0,0,0,0,1,0,0,0,103059,103159,0,103159,103188,
95,1,9,95,103191,103958,103958,104051,0,104051,0,0,0,1,0,0,0,0,0,0,0,0,
96,0,5,96,104354,104363,104363,104426,104426,0,0,0,1,0,0,0,0,104426,104526,0,104526,104588,
97,0,11,97,104591,105499,105499,105566,105566,0,0,0,1,0,0,0,0,105566,105666,0,105666,105736,
98,1,5,98,105739,106589,106589,106683,0,106683,0,0,0,1,0,0,0,0,0,0,0,0,
99,0,6,99,106986,107034,107034,107082,107082,0,0,0,0,1,0,0,0,107082,107182,0,107182,107215,
100,0,2,100,107218,108073,108073,108103,108103,0,0,0,0,1,0,0,0,108103,108203,0,108203,108224,
101,0,8,101,108227,109169,109169,109194,109194,0,0,0,0,1,0,0,0,109194,109294,0,109294,109317,
102,0,10,102,109320,110153,110153,110185,110185,0,0,0,0,1,0,0,0,110185,110285,0,110285,110304,
103,0,2,103,110307,111313,111313,111339,111339,0,0,0,0,1,0,0,0,111339,111439,0,111439,111460,
104,0,4,104,111463,112429,112429,112457,112457,0,0,0,0,1,0,0,0,112457,112557,0,112557,112582,
105,0,1,105,112585,113448,113448,113475,113475,0,0,0,0,1,0,0,0,113475,113575,0,113575,113605,
106,0,6,106,113608,114435,114435,114458,114458,0,0,0,0,1,0,0,0,114458,114558,0,114558,114586,
107,0,0,107,114589,115436,115436,115490,115490,0,0,0,1,0,0,0,0,115490,115590,0,115590,115646,
108,0,4,108,115649,116630,116630,116660,116660,0,0,0,0,1,0,0,0,116660,116760,0,116760,116792,
109,0,13,109,116795,117729,117729,117786,117786,0,0,0,1,0,0,0,0,117786,117886,0,117886,117952,
110,0,2,110,117955,118836,118836,118865,118865,0,0,0,0,1,0,0,0,118865,118965,0,118965,119011,
111,1,0,111,119014,120004,120004,120029,0,120029,0,0,0,1,0,0,0,0,0,0,0,0,
112,0,1,112,120332,120350,120350,120382,120382,0,0,0,0,1,0,0,0,120382,120482,0,120482,120513,
113,0,12,113,120516,121513,121513,121543,121543,0,0,0,0,1,0,0,0,121543,121643,0,121643,121678,
114,0,12,114,121681,122529,122529,122554,122554,0,0,0,0,1,0,0,0,122554,122654,0,122654,122675,
115,1,7,115,122678,123514,123514,123534,0,123534,0,0,0,1,0,0,0,0,0,0,0,0,
116,0,9,116,123837,124299,124299,124359,124359,0,0,0,1,0,0,0,0,124359,124459,0,124459,124514,
117,0,12,117,124517,125426,125426,125451,125451,0,0,0,0,1,0,0,0,125451,125551,0,125551,125570,
118,1,0,118,125573,126455,126455,126487,0,126487,0,0,0,1,0,0,0,0,0,0,0,0,
119,0,10,119,126790,126811,126811,126856,126856,0,0,0,0,1,0,0,0,126856,126956,0,126956,126976,
120,0,10,120,126979,127807,127807,127860,127860,0,0,0,0,1,0,0,0,127860,127960,0,127960,127975,
121,0,12,121,127978,128626,128626,128669,128669,0,0,0,0,1,0,0,0,128669,128769,0,128769,128787,
122,1,3,122,128790,129578,129578,129611,0,129611,0,0,0,1,0,0,0,0,0,0,0,0,
123,0,2,123,129914,129969,129969,130006,130006,0,0,0,0,1,0,0,0,130006,130106,0,130106,130146,
124,0,3,124,130149,130931,130931,131055,131055,0,0,1,1,0,0,0,0,131055,131155,0,131155,131226,
125,0,10,125,131229,132052,132052,132078,132078,0,0,0,0,1,0,0,0,132078,132178,0,132178,132197,
126,1,9,126,132200,133027,133027,133057,0,133057,0,0,0,1,0,0,0,0,0,0,0,0,
127,0,11,127,133360,133809,133809,133860,133860,0,0,0,1,0,0,0,0,133860,133960,0,133960,134020,
128,0,4,128,134023,134804,134804,134839,134839,0,0,0,0,1,0,0,0,134839,134939,0,134939,134989,
129,1,13,129,134992,135875,135875,135971,0,135971,0,0,0,1,0,0,0,0,0,0,0,0,
130,0,8,130,136274,136342,136342,136375,136375,0,0,0,0,1,0,0,0,136375,136475,0,136475,136503,
131,0,9,131,136506,137348,137348,137412,137412,0,0,0,1,0,0,0,0,137412,137512,0,137512,137577,
132,1,7,132,137580,138350,138350,138444,0,138444,0,0,0,1,0,0,0,0,0,0,0,0,
133,0,13,133,138747,138819,138819,138891,138891,0,0,0,1,0,0,0,0,138891,138991,0,138991,139063,
134,0,13,134,139066,139952,139952,140069,140069,0,0,0,1,0,0,0,0,140069,140169,0,140169,140257,
135,0,1,135,140260,141621,141621,141649,141649,0,0,0,0,1,0,0,0,141649,141749,0,141749,141816,
136,0,1,136,141819,142747,142747,142775,142775,0,0,0,0,1,0,0,0,142775,142875,0,142875,142936,
137,0,6,137,142939,143854,143854,143881,143881,0,0,0,0,1,0,0,0,143881,143981,0,143981,144007,
138,0,0,138,144010,144856,144856,144924,144924,0,0,0,1,0,0,0,0,144924,145024,0,145024,145095,
139,0,7,139,145098,146049,146049,146115,146115,0,0,0,1,0,0,0,0,146115,146215,0,146215,146286,
140,0,8,140,146289,147081,147081,147111,147111,0,0,0,0,1,0,0,0,147111,147211,0,147211,147233,
141,0,12,141,147236,148142,148142,148168,148168,0,0,0,0,1,0,0,0,148168,148268,0,148268,148292,
142,0,9,142,148295,149141,149141,149214,149214,0,0,0,1,0,0,0,0,149214,149314,0,149314,149454,
143,0,4,143,149457,150146,150146,150184,150184,0,0,0,0,1,0,0,0,150184,150284,0,150284,150307,
144,0,1,144,150310,151103,151103,151139,151139,0,0,0,0,1,0,0,0,151139,151239,0,151239,151264,
145,0,4,145,151267,152007,152007,152275,152275,0,0,1,0,1,0,0,0,152275,152375,0,152375,152412,
146,1,3,146,152415,153158,153158,153258,0,153258,0,0,0,1,0,0,0,0,0,0,0,0,
147,0,11,147,153561,153622,153622,153686,153686,0,0,0,1,0,0,0,0,153686,153786,0,153786,153859,
148,0,11,148,153862,154553,154553,154623,154623,0,0,0,1,0,0,0,0,154623,154723,0,154723,154804,
149,0,6,149,154807,155767,155767,155801,155801,0,0,0,0,1,0,0,0,155801,155901,0,155901,155948,
150,1,0,150,155951,157779,157779,157815,0,157815,0,0,0,1,0,0,0,0,0,0,0,0,
151,1,5,151,158118,158233,158233,158276,0,158276,0,0,0,1,0,0,0,0,0,0,0,0,
152,1,7,152,158579,158691,158691,159009,0,159009,0,1,0,1,0,0,0,0,0,0,0,0,
153,0,4,153,159312,159857,159857,159914,159914,0,0,0,0,1,0,0,0,159914,160014,0,160014,160041,
154,1,13,154,160044,161451,161451,161504,0,161504,0,0,0,1,0,0,0,0,0,0,0,0,
155,1,5,155,161807,162541,162541,162570,0,162570,0,0,0,1,0,0,0,0,0,0,0,0,
156,2,9,156,162873,166000,166000,166600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,0,10,157,166603,173140,173140,173177,173177,0,0,0,0,1,0,0,0,173177,173277,0,173277,173365,
158,1,7,158,173368,175228,175228,175256,0,175256,0,0,0,1,0,0,0,0,0,0,0,0,
159,0,11,159,175559,176437,176437,177029,177029,0,0,1,1,0,0,0,0,177029,177129,0,177129,177225,
160,1,5,160,177228,179432,179432,179512,0,179512,0,2,0,1,0,0,0,0,0,0,0,0,
161,1,3,161,179815,180605,180605,180828,0,180828,0,0,0,1,0,0,0,0,0,0,0,0,
162,0,13,162,181131,181824,181824,182273,182273,0,0,0,1,0,0,0,0,182273,182373,0,182373,183373,
163,1,7,163,183376,184933,184933,185531,0,185531,0,0,0,1,0,0,0,0,0,0,0,0,
164,0,6,164,185834,189273,189273,189310,189310,0,0,0,0,1,0,0,0,189310,189410,0,189410,189444,
165,0,2,165,189447,191411,191411,191439,191439,0,0,0,0,1,0,0,0,191439,191539,0,191539,191584,
166,1,3,166,191587,192491,192491,192591,0,192591,0,1,0,1,0,0,0,0,0,0,0,0,
167,0,8,167,192894,193591,193591,193618,193618,0,0,0,0,1,0,0,0,193618,193718,0,193718,193738,
168,1,3,168,193741,194495,194495,194689,0,194689,0,0,0,1,0,0,0,0,0,0,0,0,
169,0,1,169,194992,195289,195289,195518,195518,0,0,0,0,1,0,0,0,195518,195618,0,195618,195741,
170,2,0,170,195744,196973,196973,197573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,0,12,171,197576,205540,205540,205574,205574,0,0,0,0,1,0,0,0,205574,205674,0,205674,205698,
172,1,11,172,205701,206640,206640,206767,0,206767,0,0,0,1,0,0,0,0,0,0,0,0,
173,0,6,173,207070,207280,207280,207308,207308,0,0,0,0,1,0,0,0,207308,207408,0,207408,207453,
174,1,8,174,207456,209276,209276,209319,0,209319,0,0,1,0,0,0,0,0,0,0,0,0,
175,1,5,175,209622,209868,209868,209898,0,209898,0,0,0,1,0,0,0,0,0,0,0,0,
176,0,2,176,210201,211695,211695,211719,211719,0,0,0,0,1,0,0,0,211719,211819,0,211819,211842,
177,0,8,177,211845,212707,212707,212747,212747,0,0,0,0,1,0,0,0,212747,212847,0,212847,212870,
178,0,10,178,212873,213714,213714,213743,213743,0,0,0,0,1,0,0,0,213743,213843,0,213843,213877,
179,1,9,179,213880,214452,214452,214479,0,214479,0,0,0,1,0,0,0,0,0,0,0,0,
180,1,5,180,214782,214827,214827,214856,0,214856,0,0,0,1,0,0,0,0,0,0,0,0,
181,0,11,181,215159,215629,215629,215975,215975,0,0,2,1,0,0,0,0,215975,216075,0,216075,216320,
182,1,5,182,216323,218005,218005,218037,0,218037,0,0,0,1,0,0,0,0,0,0,0,0,
183,2,6,183,218340,220129,220129,220729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,0,2,184,220732,220908,220908,220938,220938,0,0,0,0,1,0,0,0,220938,221038,0,221038,221078,
185,0,8,185,221081,221703,221703,221731,221731,0,0,0,0,1,0,0,0,221731,221831,0,221831,221857,
186,0,10,186,221860,222506,222506,222532,222532,0,0,0,0,1,0,0,0,222532,222632,0,222632,222653,
187,0,2,187,222656,223439,223439,223467,223467,0,0,0,0,1,0,0,0,223467,223567,0,223567,223585,
188,0,4,188,223588,224929,224929,224952,224952,0,0,0,0,1,0,0,0,224952,225052,0,225052,225083,
189,0,1,189,225086,225654,225654,225680,225680,0,0,0,0,1,0,0,0,225680,225780,0,225780,225800,
190,0,6,190,225803,226272,226272,226301,226301,0,0,0,0,1,0,0,0,226301,226401,0,226401,226421,
191,0,0,191,226424,226954,226954,227034,227034,0,0,0,1,0,0,0,0,227034,227134,0,227134,228051,
192,0,4,192,228054,228565,228565,228595,228595,0,0,0,0,1,0,0,0,228595,228695,0,228695,228720,
193,1,13,193,228723,229198,229198,229226,0,229226,0,0,0,1,0,0,0,0,0,0,0,0,
194,0,2,194,229529,229990,229990,230015,230015,0,0,0,0,1,0,0,0,230015,230115,0,230115,230141,
195,1,0,195,230144,230648,230648,230817,0,230817,0,1,0,1,0,0,0,0,0,0,0,0,
196,0,1,196,231120,232231,232231,232260,232260,0,0,0,0,1,0,0,0,232260,232360,0,232360,232402,
197,0,12,197,232405,233318,233318,233342,233342,0,0,0,0,1,0,0,0,233342,233442,0,233442,233511,
198,0,12,198,233514,233868,233868,233898,233898,0,0,0,0,1,0,0,0,233898,233998,0,233998,234017,
199,1,7,199,234020,234815,234815,234866,0,234866,0,1,0,1,0,0,0,0,0,0,0,0,
200,1,9,200,235169,235614,235614,235634,0,235634,0,0,0,1,0,0,0,0,0,0,0,0,
201,0,12,201,235937,237467,237467,237493,237493,0,0,0,0,1,0,0,0,237493,237593,0,237593,237615,
202,1,0,202,237618,239354,239354,239378,0,239378,0,0,0,1,0,0,0,0,0,0,0,0,
203,128,10,203,239681,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
